NEG NEG	0.58270447913270551066
NEG NEG	0.50976712217451225495
NEG NEG	0.88997160086305449056
NEG NEG	0.51068451753534382931
NEG NEG	0.59854566075959625415
NEG NEG	0.63690287017146907100
NEG NEG	0.61266018112772346882
NEG POS	0.46561063589782747396
NEG NEG	0.53100066638642362538
NEG NEG	0.66235278895064575444
NEG NEG	0.60249928209634062704
NEG NEG	0.75578913772689404471
NEG NEG	0.63492683977516561900
NEG NEG	0.95606076243133986114
NEG NEG	0.75007763284174366891
NEG NEG	0.68618234513335385483
NEG NEG	0.51693430892271208243
NEG POS	0.41434160540467557254
NEG NEG	0.53205542628443402986
NEG NEG	0.76101311412559169423
NEG NEG	0.61727814939972647235
NEG NEG	0.51417267608492522868
NEG NEG	0.64144979409163849216
NEG POS	0.45015122237651949977
NEG POS	0.42948834264590679544
NEG POS	0.33225241004702177339
NEG NEG	0.58932579568859322361
NEG POS	0.45378492429959949028
NEG NEG	0.70127920833111245802
NEG POS	0.46386920284600546838
NEG NEG	0.50435577569461464975
NEG POS	0.46853941304542545687
NEG NEG	0.56295547438167714560
NEG NEG	0.70954610052633715345
NEG POS	0.48430112104141298524
NEG POS	0.39431777776081505804
NEG POS	0.27913083330807120230
NEG NEG	0.62270245555346404043
NEG NEG	0.50862561852231358284
NEG POS	0.47073536041367525229
NEG NEG	0.57640892547877575769
NEG NEG	0.60242762982193343024
NEG NEG	0.80905229790464749939
NEG POS	0.49576472062918541805
NEG NEG	0.55483867079514814780
NEG NEG	0.60204089389270387667
NEG POS	0.47416989442950946421
NEG POS	0.44521346356513141762
NEG NEG	0.51370412074633764465
NEG NEG	0.73953682597158476586
NEG NEG	0.81903246512287009029
NEG POS	0.43078123133317813842
NEG POS	0.48763520545914063042
NEG NEG	0.52683401691051645610
NEG POS	0.18005065137558828869
NEG NEG	0.86556023131139581128
NEG POS	0.45140476585907290952
NEG POS	0.49269049027768402338
NEG NEG	0.57006066341223615712
NEG NEG	0.64926128848826780704
NEG NEG	0.54622166590052345647
NEG NEG	0.54467842897024698612
NEG NEG	0.55746420185470524356
NEG POS	0.47875827072703824872
NEG POS	0.32769795623544806240
NEG NEG	0.62328422205502542752
NEG NEG	0.53781695304708843075
NEG POS	0.43376053543051862338
NEG NEG	0.51932230305153181948
NEG NEG	0.51896660430634722339
NEG NEG	0.63939747026253768158
NEG NEG	0.63626537494448709431
NEG NEG	0.52397549329587211897
NEG NEG	0.62624932122406407053
NEG POS	0.37764953187906524779
NEG POS	0.48515525528269781708
NEG NEG	0.52715776085824461727
NEG NEG	0.71697264126085169522
NEG NEG	0.65234058045189136088
NEG NEG	0.55720855147793213469
NEG NEG	0.59016269353025885280
NEG NEG	0.54238396590241422235
NEG NEG	0.50361531739393228246
NEG POS	0.44572995704482737400
NEG POS	0.48243480044838388254
NEG NEG	0.78623740815611420363
NEG POS	0.41783516861666769593
NEG NEG	0.63911054025787339405
NEG POS	0.42554162207403917195
NEG NEG	0.53766476037041965874
NEG NEG	0.64308611710744578716
NEG NEG	0.56488723096193227402
NEG NEG	0.66225392048517250920
NEG POS	0.30303911195737415207
NEG NEG	0.53610283951209469766
NEG POS	0.46781751552154554608
NEG NEG	0.58262492765253093285
NEG POS	0.48173613629424494320
NEG NEG	0.57048491914527443836
NEG NEG	0.58594387049581309057
NEG NEG	0.82540705686332827007
NEG NEG	0.62382936447715386930
NEG POS	0.42807893654877349210
NEG NEG	0.62597415881078555255
NEG NEG	0.60051582069147579901
NEG POS	0.44693804152124616547
NEG POS	0.29878253432409751511
NEG NEG	0.58622951139959855738
NEG NEG	0.66110497016167668605
NEG POS	0.48790018889460601281
NEG NEG	0.62018118408332190139
NEG POS	0.40773687525851370905
NEG POS	0.30169912222018641090
NEG POS	0.33428923764795476226
NEG NEG	0.58498044984092445464
NEG POS	0.40314208509813304060
NEG NEG	0.60422438865400718289
NEG NEG	0.67405903020984414553
NEG POS	0.49147907179859318116
NEG NEG	0.63065607732783568462
NEG NEG	0.56403652864981934645
